1.1382,0.76869,0.55978,0.80136,1.2202,0.98302,0.64255,0.19467,-0.2375,-0.19433,0.090502,-0.054373,-0.2888,-0.52399,-0.84198,-0.67775,-0.63833
-0.19325,-0.0051023,0.3434,0.52288,0.11888,0.64115,1.4194,1.478,1.1944,0.85765,0.48634,0.48704,0.32858,0.4012,0.4684,0.19427,-0.14588
-0.47657,-0.42326,-0.36885,-0.83356,-1.2328,-1.252,-1.7065,-1.8048,-1.5868,-1.5092,-1.5533,-1.4691,-1.3406,-1.129,-0.97437,-0.74289,-0.36701
-1.5911,-1.4766,-1.4948,-1.8674,-1.8256,-1.6874,-1.8105,-1.4548,-0.90229,-0.82031,-0.68365,-0.56387,-0.008039,0.49988,0.83267,0.92461,1.1856
-0.09585,0.11195,0.093532,0.41741,0.94558,1.2821,1.5719,1.2983,0.96649,1.2867,1.9172,1.7405,1.6194,1.5622,1.3592,1.4229,1.6732
-0.56192,-0.42602,0.24732,0.98309,0.33918,0.02305,0.47679,1.0853,1.4164,1.2477,0.50538,0.96564,0.88881,0.55582,0.5622,0.53342,-0.092587
-0.21283,-0.20413,-0.10759,0.35321,0.88351,0.95842,0.64481,0.48188,0.26097,0.65556,1.2235,1.1456,0.92263,0.76133,0.79595,0.93614,1.3225
-0.046069,-0.08611,-0.26778,-0.85484,-1.389,-1.5274,-1.1387,-1.0267,-1.1256,-1.6267,-1.7795,-1.8039,-1.602,-1.4853,-1.0452,-0.72821,-0.77718
1.6342,1.5367,1.2572,0.83191,1.394,0.96898,-0.3119,-0.61579,-0.0002523,0.61471,0.88313,0.98364,1.4574,1.6476,1.3587,1.5827,2.5118
3.5714,3.0743,3.1068,2.8502,1.3116,0.60409,1.1477,0.93492,0.19903,-0.046933,-0.021725,-0.054808,-0.11239,-0.11615,0.14233,-0.19529,-1.1981
-1.7721,-2.2233,-2.2921,-1.8097,-1.6847,-1.5425,-1.3238,-0.84953,-0.45749,-0.57536,-0.34513,0.25629,0.16058,0.21146,0.018871,0.00090969,0.67099
-1.2704,-0.5015,-0.013162,-0.141,-0.73956,-0.73614,-1.0854,-0.8453,-0.41464,-0.33913,-0.46774,-0.74238,-0.93585,-0.91727,-0.75914,-1.0314,-0.958
