0.18677,0.59597,0.76761,0.59641,0.52741,0.71407,0.52302,0.63371,0.71389,0.53457,0.49192,0.49147,0.15351,-0.058755,-0.00091248,-0.028441
1.729,1.0338,0.69109,1.2254,1.151,1.2215,1.5623,1.7849,1.6982,1.7338,1.6588,1.3512,1.4865,1.7332,1.7518,1.7903
0.8003,-0.067905,-0.49616,-0.60744,-0.15537,-0.35857,-0.64149,-0.71489,-0.3106,-0.68574,-1.1606,-1.4684,-1.5248,-1.5559,-1.2326,-1.2004
-1.2767,-1.4909,-1.0299,-1.2219,-1.3022,-1.3351,-1.6674,-1.7384,-1.9274,-2.1058,-1.6857,-0.81383,-0.61417,-0.66395,-0.69885,-0.23883
0.0052147,0.40389,0.05782,0.45101,0.86827,1.1224,1.209,1.2355,1.3544,1.5566,1.8801,1.6816,1.2769,1.2831,1.3429,0.93566
-1.888,-1.4984,-1.3542,-1.1391,-1.3741,-1.4364,-0.66098,-0.23528,-0.27588,0.0027596,-0.10548,-0.12224,0.65607,1.1586,1.1442,1.3162
-2.054,-0.67349,0.36752,0.11137,0.22471,0.12338,0.1194,0.63517,1.0052,0.81816,0.78916,0.69746,0.25671,0.049726,0.18767,-0.16516
-0.13953,-0.51628,-1.4025,-0.82616,-0.65592,-0.78249,-0.65899,-0.94831,-0.96782,-1.2608,-1.5353,-1.2397,-1.1293,-1.2561,-1.1158,-0.79422
1.1916,2.2535,3.5286,2.4765,2.3366,1.8672,1.0638,0.51343,0.43465,0.22608,0.17627,0.26755,0.069332,-0.15598,-0.42463,-0.71876
1.9384,1.3111,0.51917,0.73316,0.76821,0.84336,0.8467,0.68946,0.19093,0.38552,0.35016,-0.152,-0.11045,0.28068,0.16736,0.064367
0.28911,0.2937,0.28663,0.15648,-0.37583,-0.40321,-0.13183,0.055397,0.25319,0.63973,0.90872,0.12685,-0.035242,-0.0047156,0.073592,0.049049
0.18512,-0.65272,-0.90817,-1.3358,-0.55014,-0.54562,-0.96521,-0.65214,-0.31342,-0.6939,-0.78348,-0.56317,-0.9713,-1.2516,-1.2788,-1.3676
