-0.19878,0.15277,0.65973,0.5403,0.16738,0.098433,-0.11085,-0.39659,-0.34445,-0.23809,-0.15379,-0.46764,-0.85661,-0.62732,-0.63921,-1.2234,-1.7159
2.0981,1.4603,0.94538,1.006,1.0901,1.1185,1.5029,2.1008,2.0149,2.0325,1.466,1.1182,0.8754,0.5154,0.59381,0.48493,0.3997
0.10956,0.07634,-0.41186,-0.82623,-0.62954,-0.64572,-1.0545,-1.4075,-1.4026,-1.0981,-0.99552,-0.89663,-0.82002,-0.1469,-0.27223,-0.4035,-0.087022
-0.4133,-0.95018,-1.2585,-1.4302,-1.3665,-1.3445,-0.88856,-0.87068,-1.1367,-0.64815,-0.0092577,-0.12906,0.37021,-0.0036417,0.26906,1.2002,1.622
-0.036411,0.75816,1.2286,1.5291,1.3583,1.2534,0.67359,0.39765,0.62469,0.54623,1.0364,1.3663,1.1649,1.9353,2.1224,1.307,1.0324
-0.48432,0.28258,-0.12961,-0.069128,1.0854,2.016,2.587,2.7542,2.8147,1.9556,1.0746,2.1018,2.691,2.0196,1.3017,1.6102,1.3308
-1.1335,0.073437,1.1047,0.8946,0.14392,0.096048,0.13899,-0.064088,0.42883,0.59014,1.1134,1.3231,0.81928,1.1102,1.2269,0.92505,1.1332
-0.096224,0.35195,-0.00068425,-0.33755,0.10695,0.88677,1.4549,0.41176,-0.4698,-0.73629,-0.84987,-0.80276,-0.29146,-0.57401,-0.58648,0.39609,0.33755
1.3908,1.7267,2.4721,2.1593,1.2753,0.78775,0.24957,0.52238,0.853,1.0295,1.8114,2.0881,1.8518,2.154,2.1737,1.8655,2.28
2.4238,2.0216,1.2233,0.23982,0.88591,1.0279,1.0601,0.45294,0.34177,-0.16584,-0.38043,-0.26582,0.22231,0.85873,0.58304,0.56378,0.12141
0.31207,-0.97049,-0.57709,0.70197,0.18375,-0.66231,-0.096596,1.3856,2.5867,2.6539,2.1342,1.7888,1.1878,1.3123,1.9327,1.6477,1.4729
0.42648,0.29882,-1.1561,-1.806,-0.68284,-0.89357,-0.98095,-1.376,-1.1163,-1.143,-0.94026,-0.67032,-0.0053708,0.48976,-0.068762,-0.018534,0.312
