1.0206,0.57673,0.5414,0.64379,0.78841,0.87782,0.96882,0.88206,0.49356,0.054523,-0.28177,0.04678,-0.07563,-0.37246,-0.52389,-0.48092,0.022047,-0.39498
-0.25249,0.41291,0.70823,0.25105,-0.04442,0.32808,0.49391,0.47738,0.86226,1.414,1.5536,0.95942,1.2186,0.89033,0.64022,0.50042,0.02667,0.30323
-0.046687,-0.22234,-0.13577,-0.12691,-0.065915,0.12013,-0.30311,-0.54111,-0.74206,-1.0534,-0.74565,-0.61177,-0.5422,-0.83759,-0.79204,-0.58673,-0.25807,-0.097638
-1.4369,-0.78412,-0.72938,-0.86253,-0.9467,-1.075,-1.2247,-1.4483,-0.80267,-0.13915,-0.12352,-0.31563,-0.38118,0.5064,0.85859,0.95062,0.55889,0.90685
-0.23174,-0.18865,-0.080089,0.016868,0.26562,0.45236,0.61242,0.86265,0.58697,0.037371,0.24196,1.2649,0.87962,0.42455,0.45595,0.57541,1.416,1.018
0.44287,-0.04218,-0.68718,-0.55283,-0.21426,0.14455,0.15258,0.49611,0.82444,1.1542,1.3715,0.72721,1.5319,1.912,1.8964,1.4409,0.54045,0.81133
1.21,0.50613,0.54552,1.1546,1.3433,0.81785,0.85024,0.80712,0.67815,0.34359,0.3955,1.0633,0.93917,0.1724,0.064247,0.14112,0.76064,0.61878
0.090665,0.58699,0.12988,-0.65516,-0.82673,-0.29571,-0.69927,-1.2341,-1.1248,-0.92622,-1.2526,-1.815,-2.0136,-1.0144,-0.73593,-0.98374,-1.37,-1.093
2.5366,1.774,2.0324,2.6139,2.9185,2.2556,2.0837,1.8601,1.5907,1.5446,1.8029,2.3467,2.079,1.5326,1.4908,2.2325,3.0847,2.698
3.3327,2.0663,1.3584,0.86009,0.3902,0.82235,-0.0055432,-0.044873,-0.67838,-2.1193,-1.8886,-1.7919,-1.6011,-0.61356,-0.33035,-1.068,-0.87295,-0.53329
-1.7826,-1.4668,-1.4365,-1.6405,-2.1838,-2.2867,-1.3965,-0.97032,-0.4523,0.86906,1.6138,2.007,2.4276,1.5098,1.0087,1.3681,1.0762,0.80282
0.14097,0.11958,0.35957,0.55958,0.65883,0.72257,-0.0083389,-0.078496,-0.039016,-0.88293,-0.6374,-0.28878,-0.40163,-0.17273,0.075864,-0.20387,-0.34756,-0.28705
