0.17776,0.5177,0.6256,0.98006,0.65858,0.57101,0.29534,-0.18115,-0.16183,0.10876,-0.082991,0.028224,0.17186,-0.0010635,-0.00064462,-0.35882,-0.32251,-0.23992,-0.49841,-0.77915,-0.93576
1.5479,1.1328,0.94913,1.0039,0.87185,0.57006,0.80108,1.2397,0.83757,0.78829,1.0724,0.77043,0.50321,0.56306,0.38697,0.546,0.37037,-0.17855,0.047758,0.35612,0.30081
-1.3634,-1.5256,-1.2881,-1.3236,-1.4416,-1.1945,-1.2432,-1.7013,-1.7681,-1.6574,-2.0818,-1.9105,-0.89261,-0.68232,-0.85601,-0.87272,-0.64835,-0.46677,-0.45759,-0.46538,-0.42606
-0.5848,-0.92372,-1.2667,-2.0236,-1.6709,-1.9069,-1.9092,-1.3013,-1.3285,-1.3033,-0.77231,-0.65452,-1.0335,-0.92773,-0.92778,-0.4807,-0.21099,0.35619,0.7001,0.80479,1.1551
-0.64663,-0.23504,0.035529,0.53651,-0.038922,0.51395,0.82966,0.44974,0.85333,1.0487,0.52123,0.73381,1.3066,1.553,1.8571,1.8372,2.0218,1.8192,1.4371,1.3461,0.91571
0.70365,0.46032,0.094067,0.19227,1.1824,1.2273,1.4829,1.7969,1.34,1.4647,2.2342,2.0607,1.6471,1.493,1.7562,1.5114,0.85926,0.84221,1.2122,1.4504,1.92
-1.3123,-0.81997,0.075627,0.66742,0.2265,0.41606,0.38271,-0.29663,0.37018,0.44236,-0.13279,0.025186,0.54974,0.65406,0.63411,0.94467,1.2995,1.6109,1.373,1.1778,0.89514
1.0879,0.37992,-0.64182,-1.2434,-0.73435,-1.0246,-0.83375,-0.054956,-0.43142,-0.85047,-0.57237,-0.33391,-0.65958,-0.91492,-0.55016,-0.68169,-0.68793,-0.17711,0.21641,0.44231,0.96376
0.52956,0.88659,1.9891,1.9901,1.6606,1.7838,1.2359,0.34559,0.7969,0.96325,0.17,0.0046682,0.45991,0.93737,0.86661,1.0889,1.4548,1.8864,1.7663,1.5266,1.3221
1.3309,1.5608,0.086499,-0.62093,0.082996,0.67181,0.91205,0.50312,-0.12589,-0.20865,-0.18938,-0.41959,-0.55663,-0.84802,-0.5685,-0.56093,-1.1317,-1.2426,-1.5337,-1.5545,-0.84873
-0.06468,-0.29643,0.26006,1.0573,0.49006,0.0036501,-0.43036,-0.65955,-0.38916,-0.1277,-0.15112,-0.4787,-0.54894,-0.15956,0.20921,0.023803,0.51465,0.19259,0.3885,0.66682,0.50484
-2.0438,-1.9914,-2.124,-2.527,-1.9946,-1.1629,-0.87613,-1.5801,-1.8574,-1.6409,-1.8932,-1.9331,-1.1137,-1.0241,-1.2136,-1.1022,-1.1519,-0.6334,-0.83324,-1.1024,-1.0584
