-0.20651,-0.14117,-0.18058,-0.57278,-0.44878,-0.61107,-0.72583,-0.37459,0.28974,0.67912,0.52855,0.059024,-0.19025,-0.24134,-0.14847,-0.35536,-0.077874,-0.19337,-0.46317,-0.5293
1.4846,1.331,1.2857,1.4563,1.2399,1.0441,1.0428,0.8127,0.54288,0.25793,0.53453,1.0551,1.0921,1.1741,1.2116,1.4372,1.3621,1.0642,1.0004,0.72561
-0.17097,-0.58174,-0.97907,-1.2267,-1.0691,-1.2653,-1.5849,-1.7605,-1.6452,-1.7003,-2.0527,-2.4256,-2.2517,-1.9518,-1.7099,-2.0577,-1.9714,-1.1982,-0.43273,-0.14293
-0.91403,-1.1269,-1.0707,-0.69956,-0.77943,-0.88468,-1.0916,-1.5225,-1.745,-1.5348,-1.0835,-0.46291,-0.26832,-0.47039,-0.71835,-0.085342,-0.15501,0.13045,0.29357,0.47411
-0.52323,-0.20509,0.010549,-0.33493,-0.32699,-0.2785,-0.087755,0.7051,1.2383,1.0358,0.60722,0.11476,0.10013,0.51069,1.0934,1.0138,1.5187,1.4629,1.3921,1.646
-1.2871,-1.1332,-1.2918,-0.63006,-0.079891,0.16205,0.3003,0.092225,0.0029793,0.58647,1.1789,1.4966,1.7647,1.8314,1.7348,1.9308,1.6857,1.3209,1.0539,0.60778
-1.1563,-0.692,-0.20599,-0.53723,-0.5597,-0.20906,-0.049519,0.47116,0.73077,0.52078,-0.11776,-0.63231,-0.61039,-0.21121,0.56813,0.65972,0.88435,1.0814,1.3579,1.7421
-0.35756,-0.35433,-0.50732,-0.10817,-0.025633,-0.37881,-0.5749,-0.75516,-1.1502,-1.2521,-0.97341,-0.9238,-1.1193,-1.5502,-2.0491,-1.7712,-1.7094,-1.4668,-1.0624,-0.78079
1.2578,1.3692,1.5913,0.8054,0.97482,1.0716,0.83454,0.88129,0.96209,0.99427,0.49511,-0.068227,0.13544,0.46238,0.91122,0.67884,1.1145,1.6539,1.6582,1.9041
2.361,2.0413,1.5082,1.9869,1.7891,1.1847,0.99386,0.91807,0.47216,-0.465,-0.90596,-0.445,-0.53563,-0.62042,-0.6837,-0.35638,-0.87222,-1.4989,-1.6727,-1.7124
-0.57088,-0.60565,-0.45877,-1.2053,-1.4455,-0.97565,-0.98316,-0.85005,-1.0208,-0.82784,-0.35538,0.11441,0.4929,1.531,2.3777,2.1584,2.5948,2.2465,2.1951,2.1096
-0.016295,-0.56131,-0.97858,-0.59864,-0.68314,-0.94506,-1.2222,-1.6347,-1.5982,-1.7903,-2.0387,-1.7317,-1.4926,-1.2569,-1.2838,-1.5488,-2.3481,-1.8374,-1.2538,-1.1318
