0.66286,0.43038,0.20107,0.24328,0.20257,0.17921,-0.13881,-0.17863,-0.40396,-0.43045,-0.48861,-0.75191,-0.44937,-0.68756,-1.088,-1.3131,-1.2384,-0.98818,-0.51388,-0.61159,-0.52605,-0.63975,-0.88113,-0.71199,-0.322
2.1584,2.274,2.0941,2.1426,1.8902,2.0564,2.42,2.3578,2.5573,2.1265,1.8911,2.834,2.5474,2.2028,2.2496,2.0441,1.7853,1.8853,1.3562,1.3667,1.4827,1.5071,1.4506,1.201,0.78945
0.50016,0.29378,0.22361,0.012031,0.16323,-0.092722,-0.54369,-0.5669,-0.28742,-0.43022,-0.59887,-0.41062,-0.9551,-0.76411,-1.2411,-1.371,-1.0981,-1.217,-1.5668,-1.7942,-1.779,-1.0235,-0.088638,-0.4053,-0.42732
-0.62649,-0.81933,-0.91543,-0.91286,-0.85816,-1.1489,-0.99958,-0.95764,-0.84234,-0.39792,-0.44967,-0.79272,-0.32962,0.046875,0.61874,1.0396,0.90103,0.94085,0.87047,1.2556,1.6609,1.3605,0.85571,1.412,1.8029
0.75137,0.97603,0.5394,-0.16415,0.19017,0.71562,0.73644,0.97909,0.69444,0.5817,0.97266,0.84104,1.0222,0.79441,0.35822,0.21361,0.54958,0.47747,1.0508,0.92939,0.72219,1.1862,1.2018,1.1721,1.3106
-2.7344,-2.9404,-1.9916,-0.24428,-0.69705,-1.5263,-1.1834,-0.67006,-0.13289,0.025203,0.029095,0.97468,1.0582,0.92611,1.4851,1.6206,1.5936,1.6525,0.85936,0.69943,0.7063,0.75411,1.3228,1.0406,0.13138
-1.165,-0.59115,-0.55723,-1.1559,-0.7541,-0.13111,-0.0082874,0.60027,0.62186,0.12622,0.36069,0.7864,-0.19494,-0.88421,-0.71488,-0.49139,-0.4781,-0.11317,0.46504,0.74471,0.3658,0.24574,0.03667,-0.088751,0.64413
-0.49893,-0.61679,-0.79745,-0.42538,-0.43136,-0.96615,-0.48701,0.14929,0.060509,-0.79068,-0.4887,-0.10312,0.071319,-0.10023,-0.0053725,0.2258,0.23973,0.0087556,-0.26628,-0.11066,0.22476,0.087479,-0.23097,0.31498,-0.30416
1.3416,1.7116,1.967,1.4246,1.8509,2.2444,1.2855,0.1657,-0.33297,0.39029,0.35321,-1.0489,-0.86022,0.20002,0.084714,0.062394,0.30504,0.088336,0.18507,0.38984,0.27275,-0.046208,0.094442,0.070294,1.1176
0.67189,1.1936,1.1993,2.2218,1.7013,0.43267,0.35251,0.52188,0.69332,0.96811,0.24506,0.2692,0.57983,0.88563,0.39676,0.25579,0.39196,0.41632,0.045529,-1.0648,-1.2452,0.30087,1.0558,0.32242,-0.91346
0.22981,-0.22379,-0.13883,-0.82457,-1.0455,0.42007,0.28383,-1.0752,-0.7859,0.17181,0.50303,0.78735,-0.10417,-0.53164,-0.2544,0.10031,0.30746,0.27231,0.24755,0.96923,0.97615,-0.26083,-0.64041,-0.59519,-0.23924
-0.49938,-0.61671,-0.54933,-0.43944,-0.23181,-1.3333,-1.7541,-0.99909,-0.29894,0.18386,-0.19083,0.080013,-0.16717,2.9228e-05,-0.032067,0.12477,0.57937,0.44661,-0.28084,-1.0574,-1.0497,0.47088,1.4187,0.71838,0.1482
