-0.49421,-0.38043,-0.38588,-0.28679,-0.22883,-0.26276,-0.27676,0.24423,0.58571,0.59606,0.63229,0.65327,0.50445,0.52399,0.51987,0.45266,0.50453,0.62754,0.27405,-0.11784,-0.24925,-0.37453,-0.35402,-0.057336,-0.014248,-0.11638,-0.0062483,-0.023008,-0.080941,-0.067488,-0.056202,-0.074859,-0.099378,-0.073825,-0.093341,-0.1259,-0.10182,-0.07037,-0.097619,-0.091706,-0.077735,-0.092351,-0.13074,-0.081747,-0.064633,-0.10724,-0.098137,-0.068223,-0.074845,-0.11701,-0.099977,-0.072267,-0.098954,-0.12117,-0.089223,-0.062423
-0.31469,-0.4414,-0.51255,-0.53469,-0.52407,-0.33437,-0.51696,-0.26725,0.48812,0.44188,0.29503,0.86734,0.27658,0.16051,0.4185,0.16562,0.17301,0.079814,-0.066182,-0.11612,-0.14205,-0.18176,-0.16019,-0.079474,-0.036923,0.020796,0.053979,0.01145,0.1874,0.013811,0.0021026,0.30461,-0.0059617,0.0077583,0.15338,-0.020286,0.014387,-0.024385,-0.018688,0.014769,0.0049549,-0.012605,0.0020621,0.017081,-0.0063518,-0.033575,-0.018296,-0.002605,0.22388,-0.038207,0.0076045,-0.0047032,-0.02928,0.0091508,0.02344,0.0046038
-0.12754,-0.30116,-0.4708,-0.47651,-0.64898,-0.73431,-0.58042,-0.14904,0.059507,0.092803,0.1114,0.030197,0.096338,0.097529,0.0033452,0.013266,0.028857,0.020002,-0.064189,-0.15028,-0.13021,-0.072958,0.012714,0.0586,0.092277,0.14133,0.13479,0.11162,0.084365,0.13073,0.12564,0.079857,0.11959,0.12895,0.075941,0.096335,0.10421,0.068693,0.057392,0.072562,0.08099,0.070278,0.077579,0.11499,0.12013,0.12567,0.1474,0.1543,0.10093,0.11409,0.12133,0.10831,0.076213,0.076738,0.082829,0.085784
-0.14156,-0.2077,-0.19114,-0.17624,-0.10211,-0.056917,-0.14938,-0.55062,-0.89226,-1.0253,-0.97635,-0.94305,-0.916,-0.89964,-0.88529,-0.88276,-0.87457,-0.83733,-0.65355,-0.43455,-0.19527,-0.047546,0.1467,0.25301,0.25781,0.28086,0.33411,0.33038,0.34108,0.35468,0.35605,0.35851,0.35997,0.36924,0.37145,0.36889,0.37459,0.37979,0.37357,0.3735,0.39282,0.3864,0.37566,0.38119,0.38235,0.37567,0.37694,0.38157,0.38175,0.37623,0.37813,0.38125,0.37451,0.36875,0.36959,0.37214
-0.13433,-0.31405,-0.38426,-0.43412,-0.42422,-0.45702,-0.3922,-0.3947,-0.47857,-0.35128,-0.22068,-0.38878,-0.24847,-0.22559,-0.27142,-0.20638,-0.23703,-0.23074,-0.24592,-0.24389,-0.16524,-0.1001,-0.070893,-0.026426,0.096527,0.18245,0.15863,0.16945,0.12745,0.1684,0.18271,0.11097,0.1971,0.19663,0.18259,0.22626,0.2106,0.24738,0.24629,0.22534,0.2417,0.25216,0.23579,0.22189,0.23422,0.24664,0.23201,0.22301,0.1749,0.25003,0.22438,0.23784,0.2561,0.23022,0.22193,0.2347
0.092873,0.31068,0.36252,0.38077,0.41888,0.43816,0.47517,0.47087,0.32873,0.28711,0.19423,0.18857,0.087964,0.067213,0.088121,0.046678,0.07935,0.23986,0.38541,0.3049,0.114,-0.050378,-0.21819,-0.20415,-0.11839,-0.077882,-0.092556,-0.1167,-0.1297,-0.139,-0.1392,-0.12917,-0.16465,-0.15618,-0.16502,-0.1903,-0.17194,-0.17097,-0.18008,-0.16508,-0.15584,-0.16761,-0.18023,-0.14935,-0.14377,-0.16701,-0.1584,-0.14418,-0.14082,-0.18493,-0.16718,-0.16204,-0.17822,-0.17891,-0.15755,-0.14649
0.045516,0.091533,0.13497,0.18199,0.22475,0.22896,0.15424,-0.12812,-0.3156,-0.38511,-0.37214,-0.35387,-0.2848,-0.26753,-0.29517,-0.30093,-0.28326,-0.26171,-0.12128,0.022254,0.10787,0.15502,0.20872,0.18212,0.072381,-0.010861,0.013026,0.045809,0.079525,0.069784,0.066276,0.050036,0.058707,0.05807,0.049971,0.05205,0.052601,0.052359,0.049764,0.046207,0.05645,0.05152,0.05251,0.052703,0.052648,0.050888,0.051939,0.05228,0.048249,0.051823,0.051476,0.05207,0.051593,0.050757,0.049732,0.049259
-0.081249,-0.112,-0.13509,-0.12959,-0.12089,-0.1344,-0.094631,0.032682,-0.11264,-0.19648,-0.1844,-0.22148,-0.16921,-0.15315,-0.17497,-0.15599,-0.13572,-0.028901,0.080514,0.018745,-0.034828,-0.026179,0.016605,0.054278,0.068567,0.059287,0.06258,0.070891,0.062297,0.075913,0.075004,0.051089,0.073479,0.07202,0.058915,0.071951,0.069249,0.069718,0.069022,0.067908,0.070846,0.07152,0.07132,0.070836,0.071905,0.072815,0.072583,0.072042,0.054374,0.072988,0.070567,0.070647,0.071227,0.06967,0.068668,0.069082
0.079694,0.052807,0.038655,0.0081727,0.0074038,0.036601,-0.0066868,-0.26249,-0.36188,-0.35518,-0.34685,-0.31349,-0.34074,-0.35648,-0.33147,-0.34527,-0.35259,-0.35107,-0.21434,-0.053087,0.064923,0.12024,0.11317,0.062697,0.07014,0.123,0.11715,0.10188,0.11854,0.10527,0.10183,0.1264,0.10258,0.10043,0.11503,0.10167,0.10352,0.098391,0.098801,0.10089,0.10825,0.10638,0.10688,0.10552,0.10286,0.10214,0.10318,0.10437,0.12337,0.10524,0.10963,0.10766,0.10715,0.11046,0.11051,0.10814
0.17978,0.27296,0.29776,0.30266,0.26398,0.22478,0.21293,-0.10226,-0.36533,-0.29681,-0.28153,-0.40333,-0.32593,-0.31465,-0.35825,-0.31795,-0.30655,-0.19637,0.0027944,0.10793,0.1348,0.12235,0.049879,0.048054,0.073035,0.065911,0.045336,0.04573,0.0028262,0.037186,0.039732,-0.012535,0.035401,0.030836,0.0046355,0.030485,0.028129,0.034553,0.031475,0.030435,0.032353,0.033944,0.028307,0.033373,0.039344,0.038926,0.038755,0.039816,-0.0018245,0.036154,0.032655,0.035964,0.036356,0.029547,0.032644,0.038836
0.26549,0.3133,0.38173,0.42806,0.48097,0.49021,0.37386,-0.10182,-0.2798,-0.33576,-0.37207,-0.32352,-0.36066,-0.36831,-0.35441,-0.36138,-0.37435,-0.36427,-0.18471,0.019107,0.1641,0.1583,0.1428,0.10108,0.026509,-0.015234,-0.0025749,0.0098148,0.018214,0.0092707,0.010483,0.031554,0.02017,0.024858,0.030716,0.027354,0.025483,0.022497,0.027447,0.025716,0.0073566,0.01088,0.018452,0.011025,0.007391,0.013268,0.011148,0.0057519,0.019044,0.012935,0.0094238,0.0061303,0.0094564,0.014322,0.0090619,0.0041204
-1.2188,-1.727,-1.6762,-1.5065,-1.296,-1.1953,-1.365,-1.1677,-1.078,-1.3038,-0.94198,-0.69089,-0.91306,-0.85231,-0.77633,-0.86341,-0.84331,-0.92022,-1.4382,-1.3892,-0.71769,-0.34776,0.33872,0.81814,0.56222,0.51887,0.93992,0.83101,0.7544,0.7605,0.7519,0.76003,0.71158,0.72913,0.73813,0.69799,0.71566,0.74553,0.71443,0.70306,0.7415,0.73078,0.68359,0.71939,0.72714,0.68781,0.69046,0.71892,0.74087,0.69841,0.7095,0.73585,0.71785,0.69214,0.71211,0.73123
0.98993,1.3407,1.6462,1.4645,1.415,1.5451,1.4034,0.088975,-1.6089,-2.2835,-2.4315,-2.5077,-2.0271,-1.9704,-2.0324,-1.924,-1.8353,-1.6069,-0.86333,-0.39866,0.10691,0.67685,1.0537,0.63767,0.36999,0.23437,0.26448,0.21183,0.25448,0.29891,0.27629,0.22899,0.286,0.28546,0.25236,0.29069,0.28848,0.24948,0.24539,0.24864,0.31671,0.30024,0.29835,0.28534,0.27398,0.28304,0.29833,0.30471,0.27299,0.32261,0.33926,0.31773,0.31308,0.31773,0.30362,0.28712
-0.38102,-0.00081083,0.46666,0.27636,0.7724,1.0503,0.86758,0.56714,-0.077003,0.13187,0.19614,0.26444,0.22551,0.29523,0.44981,0.46917,0.47413,0.42715,0.35841,-0.08811,-0.58279,-0.70402,-0.56944,-0.34581,-0.25823,-0.44704,-0.36134,-0.27069,-0.15907,-0.15813,-0.13263,-0.084349,-0.10672,-0.11655,-0.090543,-0.10476,-0.12427,-0.1387,-0.13291,-0.13808,-0.13103,-0.12435,-0.11128,-0.12774,-0.12343,-0.09918,-0.097247,-0.10009,-0.061852,-0.077559,-0.089756,-0.10572,-0.1024,-0.10756,-0.12623,-0.13383
