0.15031,-0.055467,-0.16676,-0.26744,-0.099833,0.077587,0.095365,-0.0031441,-0.088706,-0.16678,-0.1955,-0.23569,-0.2352,-0.28146,-0.24563,-0.39592,-0.59554,-0.5104,-0.39276,-0.30412,-0.23918,-0.2235,-0.13262,-0.082478,-0.11534,-0.051232,0.1355,0.22163,0.22508,0.19756,0.18036,0.1947,0.23657,0.24624,0.19883,0.15851,0.15302,0.1275,0.16687,0.08967,0.063328,0.050626,0.055002,0.10574,0.14066,0.11046,0.086816,0.091002,0.088659,0.10459,0.08414,0.052122,0.029256,0.034183,0.041243,0.048949,0.018619,-0.0057881,-0.0098826,0.076947,0.17088,0.17122,0.15618,0.21702,0.24746
0.45579,0.15534,-0.070151,-0.28521,-0.3218,-0.24848,-0.12294,-0.046869,0.054183,0.054114,0.023162,0.00034469,-0.0093456,-0.026199,-0.16554,-0.37534,-0.42896,-0.36799,-0.26231,-0.21262,-0.18382,-0.25092,-0.24542,-0.20531,-0.18822,-0.11226,-0.077151,-0.082766,-0.064755,-0.034096,0.054504,0.064603,0.026342,0.024059,0.064508,0.084336,0.11534,0.047862,0.027534,-0.0228,0.056442,0.04526,0.068201,0.059985,0.045118,0.12593,0.17529,0.14912,0.11786,0.079646,0.11957,0.14368,0.16754,0.19227,0.16771,0.13844,0.13379,0.13714,0.1698,0.18731,0.13609,0.13788,0.139,0.13684,0.12935
-0.30422,-0.36842,-0.67825,-0.99041,-1.1795,-0.86522,-0.40761,-0.2082,-0.18825,-0.19719,-0.19055,-0.19719,-0.20816,-0.25682,-0.31192,-0.26606,-0.17903,-0.0039116,0.14038,0.1985,0.21934,0.21637,0.18466,0.10509,0.028615,-0.075741,-0.17336,-0.19239,-0.18494,-0.18477,-0.2218,0.080619,0.59355,0.58981,0.3483,0.50847,0.56569,0.54397,0.54874,0.57758,-0.18745,0.55957,0.53526,0.52515,0.54142,-0.13557,-0.30703,0.35884,0.52113,0.5274,-0.053836,-0.27726,-0.27465,-0.29221,-0.30543,-0.29534,-0.27882,-0.26902,-0.29815,-0.24646,0.48212,0.45682,0.44197,0.43008,0.42567
0.011464,-0.13464,-0.30259,-0.33007,-0.25491,-0.41309,-0.71883,-0.78931,-0.83697,-0.83584,-0.82018,-0.81064,-0.80753,-0.80521,-0.71498,-0.36111,-0.02089,0.12089,0.15559,0.16777,0.13083,0.17886,0.17865,0.15521,0.15924,0.183,0.15443,0.14519,0.14918,0.14849,0.15861,0.1963,0.21396,0.22519,0.22265,0.22765,0.2284,0.17827,0.1908,0.22059,0.19745,0.21756,0.21747,0.23012,0.24358,0.21388,0.20397,0.22518,0.23453,0.24004,0.21605,0.20191,0.19508,0.19417,0.20043,0.20373,0.19312,0.18413,0.16622,0.15009,0.16241,0.15964,0.14498,0.13098,0.12886
-0.014884,-0.099448,-0.27349,-0.43465,-0.46785,-0.33541,-0.21091,-0.12494,-0.10191,-0.086245,-0.085833,-0.092641,-0.09612,-0.12576,-0.097162,-0.15067,-0.050009,-0.0012664,0.012205,-0.035508,-0.012402,0.037891,0.053788,0.057737,0.04515,0.029626,0.10783,0.16995,0.15976,0.14265,0.11494,0.085696,0.073282,0.079864,0.066697,0.022914,0.0038443,0.033105,0.054261,0.052573,0.082174,0.020977,0.012484,0.042171,0.051454,0.075559,0.068812,0.022025,0.026322,0.047639,0.07262,0.068917,0.052202,0.043936,0.063901,0.079445,0.071917,0.06023,0.058058,0.073919,0.080984,0.08222,0.07809,0.076288,0.081003
-0.10034,0.050242,0.34436,0.38942,0.46435,0.57905,0.17813,-0.017659,-0.091047,-0.12826,-0.15141,-0.15718,-0.14251,-0.15731,-0.0092822,0.197,0.080466,0.02173,-0.13691,-0.24644,-0.2791,-0.34203,-0.31766,-0.26305,-0.1956,-0.08724,-0.10062,-0.095584,-0.084537,-0.072176,-0.098989,-0.096149,-0.01055,0.015104,-0.0034221,0.0077124,0.0076427,0.076281,0.089915,0.082152,0.032964,0.082068,0.07827,0.084371,0.091397,0.037043,0.02116,0.068094,0.077556,0.084719,0.040858,0.018746,0.014625,0.015993,0.02029,0.024807,0.014476,0.0081165,-0.012057,-0.010961,0.044999,0.026095,-0.013657,-0.025905,-0.022576
0.2479,0.29071,0.3515,0.4051,0.3872,0.028748,-0.17465,-0.19065,-0.21569,-0.2114,-0.19032,-0.19629,-0.20226,-0.17054,-0.092637,0.09436,0.24532,0.23683,0.18468,0.16237,0.17237,0.20238,0.19392,0.20463,0.21843,0.26221,0.25111,0.21623,0.2011,0.18155,0.095896,-0.013749,-0.26019,-0.37266,-0.42109,-0.41847,-0.38285,-0.19226,-0.10946,-0.10947,-0.073382,-0.046192,-0.022533,0.014753,0.020627,0.0023344,-0.037242,-0.029929,-0.031718,-0.025358,-0.051461,-0.062662,-0.075479,-0.077218,-0.074281,-0.073778,-0.07569,-0.072277,-0.051282,-0.047749,-0.083566,-0.13782,-0.11851,0.10597,0.21453
-0.073303,-0.1104,-0.14189,-0.16009,-0.17416,-0.16139,-0.28677,-0.32917,-0.33612,-0.31652,-0.33901,-0.36613,-0.37521,-0.3593,-0.23084,-0.061111,-0.078542,-0.038378,-0.016444,-0.010417,0.014791,0.025374,0.023798,0.032342,0.056306,0.051176,0.027946,0.026954,0.055222,0.047488,-0.0050223,0.035812,0.079076,0.089685,0.08094,0.10132,0.09905,0.10727,0.11332,0.10284,0.10859,0.096654,0.12406,0.10555,0.14209,0.11908,0.10058,0.092028,0.090237,0.091546,0.098803,0.10212,0.10052,0.09901,0.098794,0.099572,0.11714,0.13996,0.1122,0.13303,0.10142,0.11254,0.12845,0.14188,0.1437
0.14624,0.13614,0.091044,0.079004,0.072382,0.021475,-0.097709,-0.12181,-0.11758,-0.11698,-0.11099,-0.099708,-0.097241,-0.10106,-0.084221,0.071178,0.17328,0.13033,0.084612,0.04522,0.0036057,0.0067255,0.004538,-0.0032307,-0.0023047,-0.0041412,0.0028127,0.0030553,-0.0046142,-0.0011358,0.020153,0.0082988,-0.014121,-0.021676,-0.012004,-0.021426,-0.023413,-0.023038,-0.031864,-0.016237,0.0081517,-0.0080993,-0.012649,-0.013269,-0.02539,0.00061607,0.015825,0.00044109,-0.004085,-0.0079311,0.0079032,0.014642,0.019311,0.022796,0.022162,0.019084,0.014425,0.010782,0.022098,0.012092,-0.014479,-0.013536,-0.014235,-0.024355,-0.025881
-0.03827,0.079069,0.23241,0.28244,0.27823,0.072879,-0.22425,-0.35255,-0.38276,-0.40704,-0.40707,-0.3992,-0.38675,-0.39493,-0.2496,0.078572,0.16295,0.11886,0.043638,-0.004811,-0.016282,-0.025983,-0.014856,-0.0058765,0.00016228,-0.0030781,0.010298,0.026843,0.025151,0.02869,0.030909,0.036253,0.11088,0.12487,0.12439,0.10739,0.087374,0.10656,0.088325,0.096531,0.065119,0.064811,0.047905,0.043054,0.037196,0.028811,0.03285,0.040052,0.045941,0.051686,0.047243,0.042877,0.041113,0.038256,0.041564,0.046983,0.041789,0.034074,0.026925,0.022231,0.052385,0.061691,0.045333,-0.01107,-0.02918
