-0.5583,0.2807,1.2246,1.1564,1.5676,1.9064,1.9415,1.9708,1.8232,1.6141,1.4783,1.499,1.4306,1.5283,1.3441,0.48584,-0.31426,-0.75666,-0.77442,-0.63113,-0.61475,-0.77203,-0.96651,-0.50534,-0.45575,-0.42122,-0.32134,-0.33662,-0.43616,-0.46123,-0.44665,-0.36803,-0.38087,-0.42026,-0.43309,-0.34816,-0.5752,-0.63525,-0.6912,-0.6373,-0.57128,-0.55003,-0.60771,-0.64073,-0.61829,-0.60657,-0.59077,-0.62517,-0.67126,-0.65037,-0.62305,-0.61708,-0.61757
2.4477,2.7585,2.4403,2.2138,1.3939,1.0436,0.97905,0.95981,1.3424,1.3745,1.4573,1.4921,1.3572,1.3276,1.4557,1.3883,0.41565,0.2032,-0.38022,-0.37525,-0.51945,-0.63975,-0.68509,-0.74092,-0.68286,-0.66552,-0.84526,-0.84061,-0.84492,-0.88787,-0.78767,-0.80425,-0.81994,-0.77269,-0.71675,-0.67927,-0.64909,-0.51394,-0.6459,-0.80658,-0.77662,-0.81015,-0.85536,-0.87151,-0.8261,-0.81282,-0.85474,-0.87061,-0.84552,-0.80242,-0.78575,-0.81391,-0.82148
-2.2835,-2.7991,-2.5835,-2.4002,-1.7191,-0.75435,-0.41491,-0.40308,-0.47873,-0.52233,-0.5874,-0.61724,-0.67841,-0.65842,-0.62222,-0.62614,-0.26214,0.33134,0.33784,0.65413,0.74149,0.64493,0.60717,0.60036,0.57428,0.5847,0.54336,0.53173,0.54121,0.59522,0.62021,0.56697,0.51604,0.49612,0.48929,0.48856,0.45383,0.45928,0.45083,0.47553,0.45152,0.4408,0.43536,0.47207,0.48047,0.48973,0.47397,0.45018,0.44942,0.48197,0.4991,0.49167,0.49012
-0.033068,-0.44113,-0.64819,-0.83779,-0.79778,-0.68334,-0.44856,-0.38426,-0.37954,-0.38704,-0.35209,-0.3493,-0.39436,-0.40503,-0.33113,-0.10793,0.12467,0.27003,0.27347,0.24429,0.15124,0.11686,0.13321,0.13586,0.10695,0.099121,0.135,0.15278,0.15161,0.15514,0.19243,0.14211,0.1248,0.10382,0.095954,0.11868,0.25796,0.32824,0.25338,0.14946,0.14585,0.18195,0.19631,0.21141,0.19234,0.20235,0.26589,0.26562,0.25978,0.25812,0.26186,0.26083,0.26116
0.89762,0.72723,0.64568,0.42049,0.36733,0.13498,0.015273,-0.027783,-0.03738,0.0067172,-0.087476,-0.18677,-0.23002,-0.23615,-0.20267,-0.14755,0.15843,0.14377,0.016854,-0.06202,0.027112,0.07994,0.074995,0.054508,0.0014481,-0.035737,-0.069979,-0.071887,-0.084315,-0.11415,-0.18024,-0.17665,-0.15575,-0.18802,-0.22281,-0.22815,-0.10921,-0.078219,-0.089979,-0.10665,-0.11016,-0.070694,-0.047717,-0.049738,-0.074435,-0.06789,-0.029267,-0.015955,-0.034456,-0.047416,-0.054895,-0.023205,-0.01698
-0.28132,-0.6878,-0.95067,-1.3542,-1.8613,-2.2595,-2.4152,-2.3894,-2.3401,-2.2984,-2.2312,-2.242,-2.3209,-2.3876,-1.9383,-1.1124,-0.449,0.071817,0.11608,0.51201,0.8511,0.97723,0.89886,0.86787,0.80719,0.83961,0.91752,0.9268,0.89828,0.92845,1.1176,1.1719,1.1728,1.1778,1.1517,1.1868,0.82472,0.76772,0.78034,0.6786,0.7189,0.71593,0.68476,0.69635,0.6629,0.6639,0.84252,0.81551,0.79918,0.81691,0.83151,0.81563,0.81257
0.25896,-0.0032273,-0.3835,-0.87936,-1.1468,-1.2179,-1.2475,-1.2822,-1.3536,-1.4111,-1.4736,-1.4509,-1.415,-1.3991,-1.4444,-1.0967,0.68162,0.70442,0.60655,0.7298,0.72828,0.66663,0.64836,0.66002,0.64016,0.62948,0.50921,0.49903,0.44945,0.39222,0.36579,0.32539,0.24233,0.23183,0.27769,0.31999,0.35151,0.3905,0.37778,0.38424,0.41592,0.4262,0.40803,0.40776,0.40662,0.39484,0.39851,0.39611,0.39318,0.3885,0.36702,0.36583,0.36508
-1.2344,-0.92166,-0.70729,-1.1987,-0.87969,-0.80212,-0.7381,-0.6777,-0.78112,-0.83499,-0.80579,-0.71886,-0.66204,-0.61699,-0.60513,-0.71085,-0.9186,-0.7371,-0.51715,-0.55288,-0.59074,-0.45267,-0.23681,-0.055644,-0.078024,-0.015359,0.61429,0.72106,0.75548,0.83597,0.80433,0.79763,0.76922,0.75073,0.75968,0.77108,0.70678,0.69781,0.68799,0.6914,0.65829,0.64258,0.63875,0.6267,0.59256,0.53252,0.51095,0.5115,0.50505,0.41498,0.38614,0.33344,0.33349
0.37662,0.36921,0.30053,0.36751,0.29739,0.20261,0.17246,0.17239,0.23552,0.295,0.31573,0.29543,0.28237,0.30295,0.3407,0.35642,0.18673,0.11042,-0.0069204,-0.023271,-0.030548,-0.062296,-0.064401,-0.08848,-0.079864,-0.09787,-0.24697,-0.24311,-0.23178,-0.2961,-0.29541,-0.2941,-0.28196,-0.2744,-0.24555,-0.16808,-0.15804,-0.16403,-0.17861,-0.16874,-0.13543,-0.11779,-0.12415,-0.13139,-0.1101,-0.094666,-0.099789,-0.10034,-0.09757,-0.078335,-0.067483,-0.060982,-0.061453
0.0020001,0.14668,0.40428,0.86535,0.78593,0.76153,0.65677,0.59118,0.52208,0.46214,0.44277,0.42193,0.37482,0.21103,0.11602,0.038318,-0.42202,-0.39696,-0.35745,-0.096505,0.060324,0.090135,-0.12114,-0.17068,-0.16382,-0.071217,0.056557,-0.13322,-0.22003,-0.13387,-0.069108,-0.047833,0.0042127,0.0042337,-0.10779,-0.18073,-0.34379,-0.37704,-0.29416,-0.31225,-0.29059,-0.2659,-0.27106,-0.28152,-0.26125,-0.248,-0.21036,-0.21466,-0.22175,-0.20378,-0.18287,-0.1737,-0.17323
