-0.03518,-0.22105,-0.36333,-0.50302,-0.62331,-0.57367,-0.54864,-0.55147,-0.56113,-0.60515,-0.59601,-0.65849,-0.52569,-0.50628,-0.2609,0.033948,0.13619,0.22279,0.29205,0.34833,0.36716,0.32919,0.29082,0.27139,0.22132,0.18082,0.20341,0.21958,0.19085,0.17355,0.19408,0.19811,0.17043,0.19592,0.20215,0.16268,0.18589,0.2112,0.1819,0.17991,0.19284,0.19984,0.19074,0.19623,0.2064,0.19238,0.1724,0.20445,0.21437
-0.02338,-0.37122,-0.63014,-0.77155,-0.82497,-0.77373,-0.73667,-0.75417,-0.76712,-0.75612,-0.76151,-0.88494,-0.85553,-0.82445,-0.56622,-0.18444,0.062384,0.31205,0.34561,0.36806,0.38256,0.37639,0.33361,0.31617,0.30309,0.31011,0.31917,0.30458,0.32173,0.3572,0.30808,0.24142,0.28946,0.33538,0.32727,0.33121,0.34806,0.31953,0.28544,0.29058,0.31693,0.31189,0.29619,0.33091,0.31919,0.31201,0.35749,0.37893,0.3735
0.019284,-0.099022,-0.26017,-0.48035,-0.64259,-0.68005,-0.62691,-0.64841,-0.68032,-0.688,-0.66977,-0.52504,-0.29204,0.098116,0.33013,0.32761,0.27423,0.13715,0.1856,0.14886,0.12558,0.1312,0.18349,0.18303,0.18474,0.19547,0.18192,0.16958,0.16046,0.17362,0.15408,0.11859,0.10917,0.13712,0.14134,0.14003,0.17044,0.17625,0.17103,0.1879,0.19525,0.19095,0.17684,0.18396,0.17297,0.1534,0.16071,0.17276,0.16979
-0.034605,-0.0070983,0.071182,0.15973,0.18884,0.20111,0.14806,0.12047,0.13318,0.14899,0.17391,0.14793,0.13351,0.063256,0.050491,-0.014323,-0.09944,-0.093233,-0.11431,-0.11006,-0.078177,-0.049805,-0.065419,-0.067153,-0.066688,-0.054223,-0.040056,-0.036621,-0.043956,-0.043028,-0.024733,-0.014697,-0.033798,-0.041888,-0.046187,-0.063813,-0.067006,-0.053745,-0.05593,-0.068748,-0.075655,-0.08219,-0.0039293,0.0014552,-0.0029941,-0.011553,-0.019334,-0.028393,-0.029336
-0.19757,-0.33522,-0.39595,-0.3539,-0.27085,-0.28856,-0.31586,-0.28835,-0.27195,-0.29956,-0.3154,-0.33207,-0.35336,-0.27612,-0.14737,-0.02158,0.097101,0.15776,0.14459,0.14454,0.12789,0.099206,0.096196,0.11181,0.12629,0.12335,0.13003,0.15307,0.15461,0.13841,0.12694,0.094096,0.085324,0.086003,0.1052,0.12538,0.12619,0.11899,0.12306,0.13989,0.13824,0.1565,0.17112,0.1535,0.1659,0.17765,0.16734,0.19593,0.20158
-0.47258,-0.41909,-0.26501,-0.07414,0.057717,0.078782,0.089105,0.068706,0.059119,0.025817,0.012308,-0.02496,-0.17949,-0.28041,-0.2857,-0.20816,-0.10185,-0.024653,0.040328,0.065311,0.0062171,-0.052745,0.0094158,0.018816,0.012763,0.018422,0.033825,0.028047,0.016625,0.016307,0.015229,0.016917,0.021774,0.053253,0.059422,0.049518,0.075306,0.080618,0.065714,0.072156,0.085792,0.080542,0.12008,0.13971,0.13708,0.12875,0.13584,0.19237,0.20111
-0.0044703,0.12157,0.23421,0.34282,0.35299,0.3529,0.33426,0.39432,0.40362,0.42197,0.4488,0.45658,0.34995,0.24645,0.15314,0.061605,0.01796,-0.019323,-0.10249,-0.12972,-0.088251,-0.06167,-0.060864,-0.082465,-0.10299,-0.095028,-0.015289,-0.046821,-0.07889,-0.084287,-0.097726,-0.11258,-0.11226,-0.11467,-0.11545,-0.11679,-0.11487,-0.14272,-0.2031,-0.21978,-0.2213,-0.23214,-0.24347,-0.2464,-0.24435,-0.24512,-0.26802,-0.33412,-0.33572
-0.13208,-0.17639,-0.1954,-0.17876,-0.16305,-0.17386,-0.17837,-0.181,-0.18019,-0.17931,-0.1757,-0.17307,-0.18035,-0.13322,-0.086315,-0.059657,-0.031351,-0.016372,-0.022251,-0.014034,0.00014356,0.010528,0.012876,0.01075,0.0043181,-0.0012289,-0.0035846,-0.002281,-0.0071682,-0.013656,0.19311,0.52576,0.42285,0.27833,0.21896,0.10261,0.028827,0.14282,0.22667,0.13754,0.083849,0.04118,0.065823,0.059366,0.063005,0.055028,0.022285,-0.02439,-0.023578
0.00075387,-0.0055221,0.014656,0.046465,0.082152,0.086735,0.088118,0.097436,0.098364,0.098609,0.09327,0.082319,0.053002,0.0097497,-0.0080129,-0.014812,-0.0085325,0.012758,8.4623e-05,-0.0033531,-0.018505,-0.030855,-0.034238,-0.027901,-0.024119,-0.0083303,-0.0020234,0.0010442,-0.00071983,-0.0061938,-0.065162,-0.13388,-0.11065,-0.081155,-0.070791,-0.041192,-0.016934,-0.040561,-0.056017,-0.034915,-0.018323,-0.01357,-0.013445,-0.005739,-0.0075584,-0.0065134,-0.0029872,0.021925,0.025077
-0.11664,-0.039623,0.012337,0.034168,0.068526,0.067107,0.080256,0.069727,0.066075,0.058963,0.050248,0.075797,0.056871,0.050902,0.0063935,-0.026465,-0.021175,-0.040501,-0.027651,-0.0040639,-0.028135,-0.04551,-0.012949,0.0030432,-0.0021508,0.0029262,-0.0090317,0.0079635,-0.0056618,-0.035016,-0.10206,-0.15497,-0.1402,-0.10949,-0.093814,-0.056514,-0.014578,-0.024244,-0.023365,0.0055734,0.02476,0.029546,0.046379,0.053504,0.050684,0.048448,0.028037,0.062461,0.073115
