0.14836,0.29103,0.23381,-0.02243,-0.10709,-0.11711,-0.12987,-0.17868,-0.078693,-0.020435,0.13675,0.24033,0.092593,0.0051215,-0.027012,0.018928,-0.014464,0.00707,-0.0072335,-0.0067134,0.018352,0.012883,-0.010857,0.021218,0.018156,0.0032157,0.024332,0.00092228,-0.016923,-0.0015616,-0.011495,-0.019644,-0.011485,-0.031135,-0.038054,-0.035145,-0.034048,-0.040653,-0.039101,-0.033555,-0.039969,-0.039463,-0.028558,-0.05716,-0.0416,-0.032938
0.16541,0.012073,-0.1303,-0.36825,-0.38029,-0.42874,-0.47634,-0.51155,-0.48353,-0.47702,-0.46561,-0.5087,-0.36489,-0.093328,0.092912,0.22171,0.21636,0.21714,0.19907,0.22217,0.17636,0.10107,0.11245,0.1335,0.12317,0.12011,0.13519,0.1246,0.12325,0.14041,0.13153,0.12743,0.15122,0.14292,0.1223,0.13479,0.11501,0.10103,0.12938,0.11099,0.10558,0.13976,0.11808,0.12099,0.15445,0.14613
0.13419,0.015389,0.10734,0.41539,0.60572,0.68023,0.6705,0.63363,0.61338,0.57237,0.51172,0.40587,0.11091,-0.14709,-0.2022,-0.2466,-0.20422,-0.17098,-0.16981,-0.15049,-0.15558,-0.17551,-0.17102,-0.15498,-0.16056,-0.16034,-0.13994,-0.1519,-0.15114,-0.14526,-0.15129,-0.14391,-0.13974,-0.14909,-0.14267,-0.14276,-0.14622,-0.15158,-0.15119,-0.15961,-0.16984,-0.18041,-0.18529,-0.20054,-0.2009,-0.20397
-0.23669,-0.30203,-0.27771,-0.18683,-0.10238,-0.16867,-0.15263,-0.15928,-0.14872,-0.13774,-0.23512,-0.13007,-0.032985,0.025908,0.0591,0.08341,0.058664,0.052672,0.043287,0.03544,0.048502,0.051382,0.051204,0.054643,0.049583,0.048352,0.055682,0.056513,0.057509,0.057994,0.056607,0.05857,0.062322,0.064956,0.068771,0.080843,0.088175,0.095652,0.09613,0.095004,0.095195,0.098936,0.10923,0.10464,0.099164,0.10682
-0.25551,-0.35217,-0.37709,-0.32515,-0.28012,-0.25171,-0.2405,-0.23505,-0.22839,-0.23236,-0.20696,-0.43538,-0.36372,-0.2306,-0.096913,0.013,0.040601,0.030625,0.035164,0.043811,0.1155,0.19509,0.18194,0.16762,0.17181,0.16846,0.15291,0.15343,0.15221,0.13992,0.14268,0.14211,0.13219,0.14477,0.15456,0.14194,0.15399,0.15024,0.13598,0.15386,0.15892,0.13821,0.15422,0.16282,0.13874,0.14431
-0.071594,-0.19747,-0.3004,-0.56514,-0.79658,-0.89318,-0.90528,-0.93756,-0.91479,-0.84973,-0.55082,-0.21419,0.026533,0.11817,0.12345,0.18098,0.20592,0.21912,0.22633,0.27579,0.26831,0.24601,0.22348,0.23775,0.23513,0.23543,0.24684,0.23171,0.21517,0.224,0.21745,0.21545,0.22098,0.20771,0.2241,0.23184,0.2238,0.21475,0.21945,0.21973,0.2163,0.21109,0.21069,0.19607,0.21175,0.21545
-0.10626,-0.11848,-0.12665,-0.11745,-0.12433,-0.12351,-0.10826,-0.10192,-0.13174,-0.15255,-0.18751,0.018108,0.096643,0.084288,0.10411,0.030295,-0.0017204,0.018456,0.028316,0.018564,0.019057,0.056681,0.060039,0.033981,0.030388,0.034355,0.037706,0.041571,0.045423,0.039244,0.036487,0.029399,0.025195,0.034944,0.049485,0.043828,0.043762,0.052067,0.049023,0.053585,0.050024,0.033506,0.024318,0.026163,0.024594,0.026749
-0.29429,-0.42176,-0.44219,-0.43005,-0.41659,-0.41621,-0.41009,-0.41165,-0.4158,-0.36448,-0.20639,0.2127,0.21479,0.12273,0.11524,0.11675,0.1012,0.10195,0.098988,0.085953,0.082896,0.079383,0.086585,0.087911,0.089267,0.089661,0.095339,0.10113,0.10391,0.092517,0.10093,0.10089,0.092959,0.094346,0.088618,0.10384,0.1054,0.16513,0.15779,0.13248,0.13769,0.16356,0.18876,0.15897,0.16753,0.1917
-0.24952,-0.24904,-0.25292,-0.20891,-0.18929,-0.18294,-0.18719,-0.19041,-0.2178,-0.21896,-0.24775,-0.30065,-0.12361,-0.019596,0.077904,0.099719,0.093692,0.099291,0.090069,0.097967,0.090849,0.067511,0.082745,0.088057,0.085942,0.08485,0.087489,0.086492,0.097746,0.098311,0.095762,0.0962,0.10449,0.11442,0.098613,0.092843,0.089941,0.077504,0.081404,0.077324,0.074063,0.081286,0.078246,0.086343,0.082324,0.079191
-0.6544,-0.64296,-0.65065,-0.69456,-0.77352,-0.78124,-0.75757,-0.74233,-0.65812,-0.66299,-0.62333,-0.54176,-0.1443,0.14874,0.11368,0.16814,0.27743,0.25395,0.2771,0.2928,0.30619,0.35027,0.28367,0.27615,0.2785,0.28527,0.27626,0.27252,0.23149,0.24331,0.24239,0.24449,0.22961,0.19395,0.25386,0.26467,0.26582,0.25089,0.24916,0.27819,0.28445,0.24739,0.24875,0.25046,0.24574,0.24244
-0.11285,-0.00040622,0.048951,0.018465,0.02095,0.011993,-0.0081734,-0.0066989,-0.041827,-0.049715,-0.07658,-0.014815,0.15985,0.1645,0.15613,0.058589,-0.012436,-0.0067225,-0.013594,-0.036471,-0.040656,-0.057671,-0.020545,-0.017547,-0.018024,-0.02033,-0.020747,-0.015191,0.0065554,0.0035575,0.0052641,0.0077223,0.014984,0.031242,0.001727,-0.0058858,-0.00302,-0.0094449,-0.0084312,-0.016167,-0.019987,-0.0081623,-0.017519,-0.010207,-0.0062332,-0.014414
