0.78055,0.58595,0.58116,0.58627,0.48599,0.42809,0.3976,0.39952,0.36227,0.31741,0.30106,0.26494,0.30071,0.36016,0.33737,0.52532,0.1335,-0.13298,-0.15866,-0.26469,-0.32603,-0.2198,-0.14639,-0.15799,-0.13515,-0.18767,-0.12608,-0.22208,-0.21302,-0.21475,-0.23237,-0.22679,-0.21135,-0.23295,-0.23634,-0.21999,-0.2157,-0.23527,-0.22748,-0.20392,-0.22477,-0.22799,-0.20499,-0.22045,-0.21811,-0.19955,-0.18428,-0.18408,-0.19247,-0.17118,-0.18071,-0.19184
-0.18161,-0.06625,-0.11714,-0.1383,-0.19739,-0.21673,-0.21893,-0.22855,-0.26277,-0.27052,-0.25944,-0.25935,-0.24805,-0.1624,-0.18609,-0.47119,-0.49031,-0.30469,-0.091181,0.01747,0.047693,0.12675,0.15485,0.15035,0.17206,0.12023,0.15258,0.11043,0.12793,0.11372,0.12294,0.14569,0.13758,0.1236,0.13289,0.14595,0.1297,0.12901,0.13885,0.13748,0.12898,0.13394,0.13317,0.1145,0.13468,0.15275,0.14245,0.1399,0.17684,0.16649,0.14932,0.1601
0.20684,0.28242,0.32777,0.48261,0.63976,0.69501,0.70413,0.71039,0.70897,0.7078,0.71438,0.69833,0.66707,0.61364,0.62398,0.41146,0.097519,-0.083873,-0.22682,-0.32557,-0.34786,-0.31223,-0.30347,-0.29152,-0.28679,-0.28078,-0.27024,-0.26606,-0.26577,-0.26084,-0.26396,-0.26985,-0.26719,-0.26722,-0.27413,-0.27782,-0.27259,-0.26855,-0.27008,-0.2616,-0.26367,-0.25238,-0.24614,-0.24212,-0.24514,-0.24894,-0.24504,-0.24994,-0.26748,-0.2686,-0.27067,-0.27711
-0.35696,-0.47134,-0.45347,-0.38543,-0.35386,-0.35644,-0.32891,-0.31771,-0.3239,-0.32624,-0.32721,-0.31855,-0.32236,-0.30438,-0.39427,-0.28029,-0.077505,0.026293,0.12567,0.19125,0.21445,0.2054,0.20819,0.20256,0.20539,0.17244,0.2016,0.15724,0.16037,0.16372,0.16469,0.16764,0.17565,0.17422,0.17229,0.17175,0.1673,0.16148,0.15889,0.15891,0.15416,0.15423,0.15643,0.15365,0.15017,0.14891,0.14686,0.1436,0.14316,0.14696,0.14683,0.14646
-0.12991,-0.025922,-0.11384,-0.11973,-0.087618,-0.094662,-0.11604,-0.13737,-0.1408,-0.15921,-0.17408,-0.17192,-0.18013,-0.20086,-0.2051,-0.38876,-0.32415,-0.21989,-0.094057,0.0047499,0.040116,0.074137,0.097433,0.10856,0.10167,0.11178,0.10832,0.10618,0.099437,0.10999,0.10749,0.09811,0.10891,0.1214,0.11626,0.11122,0.11902,0.11429,0.10539,0.10441,0.10558,0.09741,0.0967,0.10492,0.090182,0.072673,0.077324,0.079345,0.060945,0.070732,0.082469,0.076896
-0.61787,-0.21475,-0.25016,-0.37642,-0.47785,-0.51253,-0.56402,-0.58005,-0.58554,-0.59548,-0.59682,-0.59854,-0.58627,-0.58971,-0.47233,-0.17428,0.098569,0.088084,0.12357,0.11686,0.097332,0.14297,0.16295,0.16686,0.18525,0.22086,0.19893,0.23039,0.24004,0.24521,0.23628,0.23696,0.24896,0.244,0.2393,0.24959,0.25017,0.23534,0.23931,0.25098,0.23609,0.23538,0.24685,0.23966,0.2424,0.25013,0.26326,0.26336,0.26119,0.27218,0.26909,0.26424
0.054245,-0.42907,-0.44484,-0.445,-0.44017,-0.44685,-0.44136,-0.43575,-0.43377,-0.43099,-0.42797,-0.42128,-0.42232,-0.41987,-0.40154,-0.01261,0.17323,0.22213,0.21587,0.22566,0.22883,0.1953,0.17018,0.1578,0.15416,0.16205,0.15939,0.16507,0.16427,0.16408,0.1626,0.16093,0.16062,0.15529,0.15204,0.15104,0.15164,0.15034,0.15073,0.15157,0.15129,0.15226,0.15372,0.15432,0.15457,0.16035,0.16201,0.16114,0.16046,0.16148,0.16195,0.16077
-0.21195,-0.46761,-0.51452,-0.52046,-0.51274,-0.50994,-0.51203,-0.51464,-0.51586,-0.51693,-0.51701,-0.51522,-0.51715,-0.51826,-0.42163,0.12279,0.29598,0.21531,0.1764,0.1758,0.1874,0.19871,0.19946,0.19816,0.196,0.19916,0.19734,0.2001,0.19842,0.19751,0.19684,0.19678,0.19722,0.19581,0.19522,0.19433,0.19488,0.19533,0.19527,0.19553,0.19624,0.19633,0.19682,0.19758,0.19757,0.19857,0.19887,0.19887,0.19743,0.19725,0.19763,0.19704
-0.48967,-0.33442,-0.3303,-0.31907,-0.29285,-0.29159,-0.27915,-0.27464,-0.27606,-0.27193,-0.26468,-0.25211,-0.25891,-0.25867,-0.28195,-0.43955,-0.24221,-0.078056,0.030068,0.10528,0.13898,0.14977,0.15244,0.15642,0.15979,0.1575,0.15545,0.15672,0.15922,0.15953,0.1609,0.1622,0.16016,0.16131,0.16371,0.1644,0.16233,0.16224,0.16341,0.16225,0.16182,0.16257,0.16154,0.15984,0.1612,0.16114,0.15904,0.15875,0.16249,0.16151,0.16005,0.16176
-0.48607,-0.38472,-0.3964,-0.43929,-0.45585,-0.46533,-0.48184,-0.48316,-0.47608,-0.47466,-0.47484,-0.47323,-0.47175,-0.48805,-0.4389,-0.28163,0.027453,0.11808,0.16439,0.17927,0.17432,0.17897,0.18,0.18373,0.1843,0.21041,0.19142,0.21798,0.21644,0.2193,0.21472,0.21007,0.21177,0.2126,0.2106,0.21068,0.21428,0.21172,0.21158,0.21516,0.21364,0.21257,0.21575,0.21718,0.21544,0.21509,0.22039,0.2216,0.2145,0.21865,0.22041,0.21734
